2023-12-19 18:12:562 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 19:12:997 INFO  ViewSystemUsersPage :71 - Verifying System User Text: [[ChromeDriver: chrome on windows (e51c1e0c9aba6d68c972fb8ea9848e8e)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2023-12-19 19:12:48 INFO  ViewSystemUsersPage :76 - Clicking on Add button: [[ChromeDriver: chrome on windows (e51c1e0c9aba6d68c972fb8ea9848e8e)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary']]
2023-12-19 19:12:582 INFO  ViewSystemUsersPage :81 - Verifying User added text: Add User
2023-12-19 19:12:113 INFO  ViewSystemUsersPage :86 - Selecting Admin from Admin dropdown: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-select-wrapper']//*[contains(text(),'Admin')]'
2023-12-19 19:12:783 INFO  ViewSystemUsersPage :94 - Entering Employee name: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-autocomplete-wrapper']//*[contains(text(),'Goutam  Ganesh')]'
2023-12-19 19:12:547 INFO  ViewSystemUsersPage :101 - Entering User: [[ChromeDriver: chrome on windows (e51c1e0c9aba6d68c972fb8ea9848e8e)] -> xpath: //div[@class='oxd-form-row']/div[1]/div[4]/div[1]/div[2]/input[1]]
2023-12-19 19:12:148 INFO  ViewSystemUsersPage :106 - Selecting Status Disable: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-select-wrapper']//*[contains(text(),'Disabled')]'
2023-12-19 19:12:303 INFO  ViewSystemUsersPage :122 - Entering Password: [[ChromeDriver: chrome on windows (e51c1e0c9aba6d68c972fb8ea9848e8e)] -> xpath: //div[@class='orangehrm-card-container']/form[1]/div[2]/div[1]/div[1]/div[1]/div[2]/input[1]]
2023-12-19 19:12:402 INFO  ViewSystemUsersPage :127 - Entering Confirm Password: [[ChromeDriver: chrome on windows (e51c1e0c9aba6d68c972fb8ea9848e8e)] -> xpath: //div[@class='orangehrm-card-container']/form[1]/div[2]/div[1]/div[2]/div[1]/div[2]/input[1]]
2023-12-19 19:12:498 INFO  ViewSystemUsersPage :132 - Clicking on Save: [[ChromeDriver: chrome on windows (e51c1e0c9aba6d68c972fb8ea9848e8e)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary orangehrm-left-space']]
2023-12-19 19:12:548 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 19:12:439 INFO  LoginPage :53 - Enter Password: admin123
2023-12-19 19:12:597 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (e1cde1b7be0493509b096c3af6c8bd10)] -> xpath: //button[@type='submit']]
2023-12-19 19:12:597 INFO  ViewSystemUsersPage :66 - Clicking on Admin: [[ChromeDriver: chrome on windows (e1cde1b7be0493509b096c3af6c8bd10)] -> xpath: //a[@href='/web/index.php/admin/viewAdminModule']]
2023-12-19 19:12:984 INFO  ViewSystemUsersPage :71 - Verifying System User Text: [[ChromeDriver: chrome on windows (e1cde1b7be0493509b096c3af6c8bd10)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2023-12-19 19:12:585 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 19:12:03 INFO  LoginPage :53 - Enter Password: admin123
2023-12-19 19:12:145 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (37f3fe9ca32be8453d13204039dd3b1b)] -> xpath: //button[@type='submit']]
2023-12-19 19:12:146 INFO  ViewSystemUsersPage :66 - Clicking on Admin: [[ChromeDriver: chrome on windows (37f3fe9ca32be8453d13204039dd3b1b)] -> xpath: //a[@href='/web/index.php/admin/viewAdminModule']]
2023-12-19 19:12:315 INFO  ViewSystemUsersPage :71 - Verifying System User Text: [[ChromeDriver: chrome on windows (37f3fe9ca32be8453d13204039dd3b1b)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2023-12-19 19:12:351 INFO  ViewSystemUsersPage :76 - Clicking on Add button: [[ChromeDriver: chrome on windows (37f3fe9ca32be8453d13204039dd3b1b)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary']]
2023-12-19 19:12:897 INFO  ViewSystemUsersPage :81 - Verifying User added text: Add User
2023-12-19 19:12:457 INFO  ViewSystemUsersPage :86 - Selecting Admin from Admin dropdown: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-select-wrapper']//*[contains(text(),'Admin')]'
2023-12-19 19:12:115 INFO  ViewSystemUsersPage :94 - Entering Employee name: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-autocomplete-wrapper']//*[contains(text(),'Goutam  Ganesh')]'
2023-12-19 19:12:890 INFO  ViewSystemUsersPage :101 - Entering User: [[ChromeDriver: chrome on windows (37f3fe9ca32be8453d13204039dd3b1b)] -> xpath: //div[@class='oxd-form-row']/div[1]/div[4]/div[1]/div[2]/input[1]]
2023-12-19 19:12:502 INFO  ViewSystemUsersPage :114 - Selecting Status Enable: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-select-wrapper']//*[contains(text(),'Enabled')]'
2023-12-19 19:12:633 INFO  ViewSystemUsersPage :122 - Entering Password: [[ChromeDriver: chrome on windows (37f3fe9ca32be8453d13204039dd3b1b)] -> xpath: //div[@class='orangehrm-card-container']/form[1]/div[2]/div[1]/div[1]/div[1]/div[2]/input[1]]
2023-12-19 19:12:709 INFO  ViewSystemUsersPage :127 - Entering Confirm Password: [[ChromeDriver: chrome on windows (37f3fe9ca32be8453d13204039dd3b1b)] -> xpath: //div[@class='orangehrm-card-container']/form[1]/div[2]/div[1]/div[2]/div[1]/div[2]/input[1]]
2023-12-19 19:12:800 INFO  ViewSystemUsersPage :132 - Clicking on Save: [[ChromeDriver: chrome on windows (37f3fe9ca32be8453d13204039dd3b1b)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary orangehrm-left-space']]
2023-12-19 19:12:433 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 19:12:773 INFO  LoginPage :53 - Enter Password: admin123
2023-12-19 19:12:910 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (fbb9c8c08fa62e7cf841c4703aa32d57)] -> xpath: //button[@type='submit']]
2023-12-19 19:12:940 INFO  ViewSystemUsersPage :66 - Clicking on Admin: [[ChromeDriver: chrome on windows (fbb9c8c08fa62e7cf841c4703aa32d57)] -> xpath: //a[@href='/web/index.php/admin/viewAdminModule']]
2023-12-19 19:12:88 INFO  ViewSystemUsersPage :71 - Verifying System User Text: [[ChromeDriver: chrome on windows (fbb9c8c08fa62e7cf841c4703aa32d57)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
